part,id_modulo,analito,envio_str,envio,item_ensaio,sistema,valor
483,322,Glicose,Dez/2023,2023-12-01,GB03,1,350.0
1136,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
602,322,Glicose,Dez/2023,2023-12-01,GB03,1,352.0
918,322,Glicose,Dez/2023,2023-12-01,GB01,1,100.0
834,322,Glicose,Dez/2023,2023-12-01,GB01,1,88.0
956,322,Glicose,Dez/2023,2023-12-01,GB01,1,97.0
819,322,Glicose,Dez/2023,2023-12-01,GB03,1,339.0
1736,322,Glicose,Dez/2023,2023-12-01,GB02,1,198.0
1315,322,Glicose,Dez/2023,2023-12-01,GB02,1,201.0
675,322,Glicose,Dez/2023,2023-12-01,GB03,1,355.0
492,322,Glicose,Dez/2023,2023-12-01,GB01,1,102.0
1315,322,Glicose,Dez/2023,2023-12-01,GB03,1,343.0
1338,322,Glicose,Dez/2023,2023-12-01,GB03,1,308.0
737,322,Glicose,Dez/2023,2023-12-01,GB01,2,100.0
956,322,Glicose,Dez/2023,2023-12-01,GB02,1,193.0
834,322,Glicose,Dez/2023,2023-12-01,GB02,1,194.0
829,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
1736,322,Glicose,Dez/2023,2023-12-01,GB03,1,367.0
737,322,Glicose,Dez/2023,2023-12-01,GB02,2,203.0
1594,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
940,322,Glicose,Dez/2023,2023-12-01,GB03,2,342.0
1136,322,Glicose,Dez/2023,2023-12-01,GB02,1,200.0
2260,322,Glicose,Dez/2023,2023-12-01,GB01,3,97.0
737,322,Glicose,Dez/2023,2023-12-01,GB01,1,97.0
956,322,Glicose,Dez/2023,2023-12-01,GB03,1,334.0
1338,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
829,322,Glicose,Dez/2023,2023-12-01,GB02,1,193.0
834,322,Glicose,Dez/2023,2023-12-01,GB03,1,359.0
2260,322,Glicose,Dez/2023,2023-12-01,GB02,3,206.0
1594,322,Glicose,Dez/2023,2023-12-01,GB02,1,192.0
819,322,Glicose,Dez/2023,2023-12-01,GB01,1,93.0
737,322,Glicose,Dez/2023,2023-12-01,GB02,1,199.0
1737,322,Glicose,Dez/2023,2023-12-01,GB01,1,102.0
737,322,Glicose,Dez/2023,2023-12-01,GB03,2,350.0
1136,322,Glicose,Dez/2023,2023-12-01,GB03,1,364.0
1206,322,Glicose,Dez/2023,2023-12-01,GB02,1,208.0
1338,322,Glicose,Dez/2023,2023-12-01,GB02,1,186.0
4977,322,Glicose,Dez/2023,2023-12-01,GB03,1,336.0
840,322,Glicose,Dez/2023,2023-12-01,GB01,1,96.0
2260,322,Glicose,Dez/2023,2023-12-01,GB03,3,376.0
1206,322,Glicose,Dez/2023,2023-12-01,GB03,1,381.0
1315,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
1737,322,Glicose,Dez/2023,2023-12-01,GB02,1,217.0
1206,322,Glicose,Dez/2023,2023-12-01,GB01,1,96.0
2767,322,Glicose,Dez/2023,2023-12-01,GB03,1,356.0
737,322,Glicose,Dez/2023,2023-12-01,GB03,1,349.0
2919,322,Glicose,Dez/2023,2023-12-01,GB03,1,362.0
2894,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
2116,322,Glicose,Dez/2023,2023-12-01,GB02,1,199.0
1737,322,Glicose,Dez/2023,2023-12-01,GB03,1,395.0
2293,322,Glicose,Dez/2023,2023-12-01,GB01,1,99.0
2894,322,Glicose,Dez/2023,2023-12-01,GB02,1,200.0
2759,322,Glicose,Dez/2023,2023-12-01,GB02,1,191.0
1903,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
2193,322,Glicose,Dez/2023,2023-12-01,GB02,1,197.0
2894,322,Glicose,Dez/2023,2023-12-01,GB03,1,365.0
2759,322,Glicose,Dez/2023,2023-12-01,GB03,1,354.0
1903,322,Glicose,Dez/2023,2023-12-01,GB02,1,198.0
2293,322,Glicose,Dez/2023,2023-12-01,GB02,1,201.0
2894,322,Glicose,Dez/2023,2023-12-01,GB01,2,91.0
2116,322,Glicose,Dez/2023,2023-12-01,GB03,1,354.0
2293,322,Glicose,Dez/2023,2023-12-01,GB03,1,360.0
2767,322,Glicose,Dez/2023,2023-12-01,GB01,1,97.0
1903,322,Glicose,Dez/2023,2023-12-01,GB03,1,364.0
2759,322,Glicose,Dez/2023,2023-12-01,GB01,1,91.0
1594,322,Glicose,Dez/2023,2023-12-01,GB03,1,352.0
2767,322,Glicose,Dez/2023,2023-12-01,GB02,1,198.0
2894,322,Glicose,Dez/2023,2023-12-01,GB02,2,197.0
2170,322,Glicose,Dez/2023,2023-12-01,GB01,1,102.0
3367,322,Glicose,Dez/2023,2023-12-01,GB01,1,97.0
2893,322,Glicose,Dez/2023,2023-12-01,GB03,1,355.0
2877,322,Glicose,Dez/2023,2023-12-01,GB01,1,101.0
3058,322,Glicose,Dez/2023,2023-12-01,GB01,1,98.0
1956,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
5724,322,Glicose,Dez/2023,2023-12-01,GB01,1,98.0
2193,322,Glicose,Dez/2023,2023-12-01,GB03,1,348.0
1976,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
2894,322,Glicose,Dez/2023,2023-12-01,GB03,2,364.0
3367,322,Glicose,Dez/2023,2023-12-01,GB02,1,204.0
2170,322,Glicose,Dez/2023,2023-12-01,GB02,2,215.0
2170,322,Glicose,Dez/2023,2023-12-01,GB01,2,102.0
2877,322,Glicose,Dez/2023,2023-12-01,GB02,1,201.0
2823,322,Glicose,Dez/2023,2023-12-01,GB01,1,102.0
1976,322,Glicose,Dez/2023,2023-12-01,GB02,1,202.0
3058,322,Glicose,Dez/2023,2023-12-01,GB02,1,196.0
5075,322,Glicose,Dez/2023,2023-12-01,GB01,1,93.0
2193,322,Glicose,Dez/2023,2023-12-01,GB02,2,200.0
1956,322,Glicose,Dez/2023,2023-12-01,GB02,1,201.0
2170,322,Glicose,Dez/2023,2023-12-01,GB03,2,377.0
2170,322,Glicose,Dez/2023,2023-12-01,GB02,1,201.0
2877,322,Glicose,Dez/2023,2023-12-01,GB03,1,358.0
2919,322,Glicose,Dez/2023,2023-12-01,GB01,1,86.0
3367,322,Glicose,Dez/2023,2023-12-01,GB03,1,379.0
2823,322,Glicose,Dez/2023,2023-12-01,GB02,1,216.0
1976,322,Glicose,Dez/2023,2023-12-01,GB03,1,367.0
3058,322,Glicose,Dez/2023,2023-12-01,GB03,1,342.0
2260,322,Glicose,Dez/2023,2023-12-01,GB01,1,93.0
1956,322,Glicose,Dez/2023,2023-12-01,GB03,1,372.0
2170,322,Glicose,Dez/2023,2023-12-01,GB03,1,346.0
5075,322,Glicose,Dez/2023,2023-12-01,GB02,1,200.0
2893,322,Glicose,Dez/2023,2023-12-01,GB01,1,90.0
3465,322,Glicose,Dez/2023,2023-12-01,GB01,1,91.0
2193,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
2919,322,Glicose,Dez/2023,2023-12-01,GB02,1,197.0
1999,322,Glicose,Dez/2023,2023-12-01,GB01,1,91.0
2823,322,Glicose,Dez/2023,2023-12-01,GB03,1,374.0
2260,322,Glicose,Dez/2023,2023-12-01,GB02,1,197.0
3059,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
2893,322,Glicose,Dez/2023,2023-12-01,GB02,1,193.0
6188,322,Glicose,Dez/2023,2023-12-01,GB02,1,201.0
5075,322,Glicose,Dez/2023,2023-12-01,GB03,1,351.0
3465,322,Glicose,Dez/2023,2023-12-01,GB02,1,198.0
1999,322,Glicose,Dez/2023,2023-12-01,GB03,1,356.0
1975,322,Glicose,Dez/2023,2023-12-01,GB01,1,98.0
4149,322,Glicose,Dez/2023,2023-12-01,GB02,1,197.0
2116,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
1975,322,Glicose,Dez/2023,2023-12-01,GB02,1,203.0
2260,322,Glicose,Dez/2023,2023-12-01,GB03,1,364.0
5724,322,Glicose,Dez/2023,2023-12-01,GB02,1,194.0
1975,322,Glicose,Dez/2023,2023-12-01,GB03,1,358.0
3059,322,Glicose,Dez/2023,2023-12-01,GB02,1,190.0
4149,322,Glicose,Dez/2023,2023-12-01,GB03,1,354.0
5075,322,Glicose,Dez/2023,2023-12-01,GB01,2,93.0
1999,322,Glicose,Dez/2023,2023-12-01,GB02,1,193.0
3465,322,Glicose,Dez/2023,2023-12-01,GB03,1,372.0
2260,322,Glicose,Dez/2023,2023-12-01,GB02,2,207.0
5341,322,Glicose,Dez/2023,2023-12-01,GB02,1,199.0
4451,322,Glicose,Dez/2023,2023-12-01,GB03,1,366.0
2260,322,Glicose,Dez/2023,2023-12-01,GB03,2,379.0
3060,322,Glicose,Dez/2023,2023-12-01,GB01,1,96.0
4503,322,Glicose,Dez/2023,2023-12-01,GB01,1,91.0
3060,322,Glicose,Dez/2023,2023-12-01,GB02,1,193.0
5341,322,Glicose,Dez/2023,2023-12-01,GB03,1,354.0
5724,322,Glicose,Dez/2023,2023-12-01,GB03,1,344.0
3059,322,Glicose,Dez/2023,2023-12-01,GB03,1,314.0
3728,322,Glicose,Dez/2023,2023-12-01,GB01,1,99.0
2260,322,Glicose,Dez/2023,2023-12-01,GB01,2,96.0
5075,322,Glicose,Dez/2023,2023-12-01,GB02,2,192.0
4181,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
4092,322,Glicose,Dez/2023,2023-12-01,GB03,3,357.0
4503,322,Glicose,Dez/2023,2023-12-01,GB02,1,198.0
5511,322,Glicose,Dez/2023,2023-12-01,GB02,1,206.0
5511,322,Glicose,Dez/2023,2023-12-01,GB03,1,366.0
4872,322,Glicose,Dez/2023,2023-12-01,GB02,1,193.0
4092,322,Glicose,Dez/2023,2023-12-01,GB01,4,96.0
5545,322,Glicose,Dez/2023,2023-12-01,GB02,1,200.0
4958,322,Glicose,Dez/2023,2023-12-01,GB02,1,197.0
5075,322,Glicose,Dez/2023,2023-12-01,GB03,2,355.0
4181,322,Glicose,Dez/2023,2023-12-01,GB02,1,193.0
5732,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
3728,322,Glicose,Dez/2023,2023-12-01,GB02,1,183.0
4958,322,Glicose,Dez/2023,2023-12-01,GB03,1,350.0
5545,322,Glicose,Dez/2023,2023-12-01,GB03,1,363.0
4503,322,Glicose,Dez/2023,2023-12-01,GB03,1,346.0
4092,322,Glicose,Dez/2023,2023-12-01,GB02,4,198.0
5514,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
4872,322,Glicose,Dez/2023,2023-12-01,GB03,1,359.0
5075,322,Glicose,Dez/2023,2023-12-01,GB01,3,93.0
4181,322,Glicose,Dez/2023,2023-12-01,GB03,1,363.0
5732,322,Glicose,Dez/2023,2023-12-01,GB02,1,202.0
5363,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
3728,322,Glicose,Dez/2023,2023-12-01,GB03,1,362.0
4977,322,Glicose,Dez/2023,2023-12-01,GB01,1,88.0
4776,322,Glicose,Dez/2023,2023-12-01,GB01,1,96.0
5514,322,Glicose,Dez/2023,2023-12-01,GB02,1,200.0
5651,322,Glicose,Dez/2023,2023-12-01,GB01,1,97.0
4092,322,Glicose,Dez/2023,2023-12-01,GB03,4,361.0
4182,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
5732,322,Glicose,Dez/2023,2023-12-01,GB03,1,368.0
4958,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
5363,322,Glicose,Dez/2023,2023-12-01,GB02,1,201.0
5075,322,Glicose,Dez/2023,2023-12-01,GB02,3,186.0
4977,322,Glicose,Dez/2023,2023-12-01,GB02,1,187.0
3887,322,Glicose,Dez/2023,2023-12-01,GB01,1,96.0
5651,322,Glicose,Dez/2023,2023-12-01,GB02,1,201.0
4776,322,Glicose,Dez/2023,2023-12-01,GB02,1,203.0
4092,322,Glicose,Dez/2023,2023-12-01,GB01,5,88.0
4182,322,Glicose,Dez/2023,2023-12-01,GB02,1,193.0
5514,322,Glicose,Dez/2023,2023-12-01,GB03,1,374.0
5734,322,Glicose,Dez/2023,2023-12-01,GB01,1,98.0
5363,322,Glicose,Dez/2023,2023-12-01,GB03,1,368.0
4122,322,Glicose,Dez/2023,2023-12-01,GB03,1,340.0
5075,322,Glicose,Dez/2023,2023-12-01,GB03,3,361.0
3887,322,Glicose,Dez/2023,2023-12-01,GB02,1,198.0
4447,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
5651,322,Glicose,Dez/2023,2023-12-01,GB03,1,351.0
4123,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
4776,322,Glicose,Dez/2023,2023-12-01,GB03,1,370.0
5545,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
4092,322,Glicose,Dez/2023,2023-12-01,GB02,5,191.0
5734,322,Glicose,Dez/2023,2023-12-01,GB02,1,208.0
5418,322,Glicose,Dez/2023,2023-12-01,GB01,1,93.0
5090,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
4447,322,Glicose,Dez/2023,2023-12-01,GB02,1,200.0
4182,322,Glicose,Dez/2023,2023-12-01,GB03,1,351.0
3887,322,Glicose,Dez/2023,2023-12-01,GB03,1,355.0
4398,322,Glicose,Dez/2023,2023-12-01,GB02,1,202.0
4872,322,Glicose,Dez/2023,2023-12-01,GB01,1,88.0
4123,322,Glicose,Dez/2023,2023-12-01,GB02,1,195.0
5468,322,Glicose,Dez/2023,2023-12-01,GB01,1,96.0
4092,322,Glicose,Dez/2023,2023-12-01,GB03,5,353.0
5734,322,Glicose,Dez/2023,2023-12-01,GB03,1,377.0
4447,322,Glicose,Dez/2023,2023-12-01,GB03,1,362.0
5090,322,Glicose,Dez/2023,2023-12-01,GB02,1,189.0
5468,322,Glicose,Dez/2023,2023-12-01,GB02,1,203.0
4398,322,Glicose,Dez/2023,2023-12-01,GB03,1,365.0
4398,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
4092,322,Glicose,Dez/2023,2023-12-01,GB01,1,90.0
5418,322,Glicose,Dez/2023,2023-12-01,GB02,1,199.0
4123,322,Glicose,Dez/2023,2023-12-01,GB03,1,340.0
4122,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
5418,322,Glicose,Dez/2023,2023-12-01,GB03,1,369.0
5735,322,Glicose,Dez/2023,2023-12-01,GB01,1,97.0
4451,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
5090,322,Glicose,Dez/2023,2023-12-01,GB03,1,339.0
5468,322,Glicose,Dez/2023,2023-12-01,GB03,1,354.0
5511,322,Glicose,Dez/2023,2023-12-01,GB01,1,96.0
4092,322,Glicose,Dez/2023,2023-12-01,GB02,1,193.0
4451,322,Glicose,Dez/2023,2023-12-01,GB02,1,197.0
6001,322,Glicose,Dez/2023,2023-12-01,GB03,1,364.0
4122,322,Glicose,Dez/2023,2023-12-01,GB02,1,195.0
4149,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
6023,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
5865,322,Glicose,Dez/2023,2023-12-01,GB02,1,200.0
5890,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
5098,322,Glicose,Dez/2023,2023-12-01,GB01,1,91.0
5764,322,Glicose,Dez/2023,2023-12-01,GB03,1,349.0
5870,322,Glicose,Dez/2023,2023-12-01,GB01,1,98.0
4092,322,Glicose,Dez/2023,2023-12-01,GB03,1,350.0
5890,322,Glicose,Dez/2023,2023-12-01,GB02,1,201.0
7185,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
5735,322,Glicose,Dez/2023,2023-12-01,GB03,1,367.0
4092,322,Glicose,Dez/2023,2023-12-01,GB03,2,361.0
6023,322,Glicose,Dez/2023,2023-12-01,GB02,1,195.0
5857,322,Glicose,Dez/2023,2023-12-01,GB01,1,88.0
5870,322,Glicose,Dez/2023,2023-12-01,GB02,1,210.0
5098,322,Glicose,Dez/2023,2023-12-01,GB02,1,197.0
5865,322,Glicose,Dez/2023,2023-12-01,GB03,1,371.0
5764,322,Glicose,Dez/2023,2023-12-01,GB01,1,101.0
4092,322,Glicose,Dez/2023,2023-12-01,GB01,3,89.0
6188,322,Glicose,Dez/2023,2023-12-01,GB03,1,366.0
5890,322,Glicose,Dez/2023,2023-12-01,GB03,1,365.0
5735,322,Glicose,Dez/2023,2023-12-01,GB02,1,206.0
4092,322,Glicose,Dez/2023,2023-12-01,GB01,2,95.0
6023,322,Glicose,Dez/2023,2023-12-01,GB03,1,360.0
5857,322,Glicose,Dez/2023,2023-12-01,GB02,1,192.0
5870,322,Glicose,Dez/2023,2023-12-01,GB03,1,386.0
5098,322,Glicose,Dez/2023,2023-12-01,GB03,1,358.0
7760,322,Glicose,Dez/2023,2023-12-01,GB02,1,197.0
5764,322,Glicose,Dez/2023,2023-12-01,GB02,1,200.0
6190,322,Glicose,Dez/2023,2023-12-01,GB01,1,98.0
4092,322,Glicose,Dez/2023,2023-12-01,GB02,3,197.0
6001,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
6138,322,Glicose,Dez/2023,2023-12-01,GB02,1,197.0
6138,322,Glicose,Dez/2023,2023-12-01,GB03,1,360.0
5857,322,Glicose,Dez/2023,2023-12-01,GB03,1,339.0
4092,322,Glicose,Dez/2023,2023-12-01,GB02,2,202.0
5128,322,Glicose,Dez/2023,2023-12-01,GB01,1,98.0
7185,322,Glicose,Dez/2023,2023-12-01,GB02,1,201.0
6081,322,Glicose,Dez/2023,2023-12-01,GB01,1,89.0
6190,322,Glicose,Dez/2023,2023-12-01,GB02,1,208.0
6001,322,Glicose,Dez/2023,2023-12-01,GB02,1,198.0
6062,322,Glicose,Dez/2023,2023-12-01,GB01,1,91.0
6062,322,Glicose,Dez/2023,2023-12-01,GB02,1,190.0
6140,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
5865,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
5128,322,Glicose,Dez/2023,2023-12-01,GB02,1,198.0
7471,322,Glicose,Dez/2023,2023-12-01,GB02,1,207.0
7471,322,Glicose,Dez/2023,2023-12-01,GB03,1,385.0
6081,322,Glicose,Dez/2023,2023-12-01,GB02,1,188.0
6062,322,Glicose,Dez/2023,2023-12-01,GB03,1,348.0
6644,322,Glicose,Dez/2023,2023-12-01,GB03,1,353.0
6190,322,Glicose,Dez/2023,2023-12-01,GB03,1,376.0
9149,322,Glicose,Dez/2023,2023-12-01,GB01,1,101.0
6140,322,Glicose,Dez/2023,2023-12-01,GB02,1,206.0
7657,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
6081,322,Glicose,Dez/2023,2023-12-01,GB03,1,335.0
7185,322,Glicose,Dez/2023,2023-12-01,GB03,1,358.0
7657,322,Glicose,Dez/2023,2023-12-01,GB02,1,192.0
6138,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
6434,322,Glicose,Dez/2023,2023-12-01,GB03,2,356.0
5128,322,Glicose,Dez/2023,2023-12-01,GB03,1,347.0
6484,322,Glicose,Dez/2023,2023-12-01,GB01,1,98.0
6670,322,Glicose,Dez/2023,2023-12-01,GB01,1,91.0
7473,322,Glicose,Dez/2023,2023-12-01,GB01,1,91.0
7657,322,Glicose,Dez/2023,2023-12-01,GB03,1,369.0
7760,322,Glicose,Dez/2023,2023-12-01,GB03,1,354.0
5151,322,Glicose,Dez/2023,2023-12-01,GB01,1,98.0
6191,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
7542,322,Glicose,Dez/2023,2023-12-01,GB02,1,200.0
7703,322,Glicose,Dez/2023,2023-12-01,GB01,1,95.0
7194,322,Glicose,Dez/2023,2023-12-01,GB01,1,92.0
6140,322,Glicose,Dez/2023,2023-12-01,GB03,1,376.0
7703,322,Glicose,Dez/2023,2023-12-01,GB02,1,204.0
5151,322,Glicose,Dez/2023,2023-12-01,GB02,1,203.0
6670,322,Glicose,Dez/2023,2023-12-01,GB02,1,196.0
7790,322,Glicose,Dez/2023,2023-12-01,GB01,1,99.0
7542,322,Glicose,Dez/2023,2023-12-01,GB03,1,366.0
6191,322,Glicose,Dez/2023,2023-12-01,GB02,1,202.0
7692,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
6187,322,Glicose,Dez/2023,2023-12-01,GB01,1,86.0
7194,322,Glicose,Dez/2023,2023-12-01,GB02,1,197.0
6484,322,Glicose,Dez/2023,2023-12-01,GB02,1,199.0
7473,322,Glicose,Dez/2023,2023-12-01,GB02,1,195.0
7703,322,Glicose,Dez/2023,2023-12-01,GB03,1,380.0
5151,322,Glicose,Dez/2023,2023-12-01,GB03,1,355.0
7790,322,Glicose,Dez/2023,2023-12-01,GB02,1,205.0
6191,322,Glicose,Dez/2023,2023-12-01,GB03,1,368.0
6670,322,Glicose,Dez/2023,2023-12-01,GB03,1,357.0
7692,322,Glicose,Dez/2023,2023-12-01,GB02,1,198.0
7554,322,Glicose,Dez/2023,2023-12-01,GB01,1,90.0
6187,322,Glicose,Dez/2023,2023-12-01,GB02,1,193.0
7194,322,Glicose,Dez/2023,2023-12-01,GB03,1,361.0
6484,322,Glicose,Dez/2023,2023-12-01,GB03,1,363.0
7473,322,Glicose,Dez/2023,2023-12-01,GB03,1,357.0
7717,322,Glicose,Dez/2023,2023-12-01,GB01,1,97.0
5302,322,Glicose,Dez/2023,2023-12-01,GB01,1,90.0
7790,322,Glicose,Dez/2023,2023-12-01,GB03,1,359.0
6670,322,Glicose,Dez/2023,2023-12-01,GB01,2,94.0
7692,322,Glicose,Dez/2023,2023-12-01,GB03,1,349.0
6192,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
7285,322,Glicose,Dez/2023,2023-12-01,GB01,1,98.0
7554,322,Glicose,Dez/2023,2023-12-01,GB02,1,193.0
6485,322,Glicose,Dez/2023,2023-12-01,GB01,1,101.0
6187,322,Glicose,Dez/2023,2023-12-01,GB03,1,342.0
7474,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
7717,322,Glicose,Dez/2023,2023-12-01,GB02,1,203.0
5302,322,Glicose,Dez/2023,2023-12-01,GB02,1,191.0
7810,322,Glicose,Dez/2023,2023-12-01,GB01,1,94.0
